2025-07-30 18:07:13,010 - cybersecurity_simulation - INFO - demo.py:29 - main - Starting cybersecurity simulation demo
2025-07-30 18:07:15,066 - cybersecurity_simulation - INFO - demo.py:174 - main - Demo completed successfully
2025-07-30 18:07:51,612 - cybersecurity_simulation - INFO - main.py:24 - main - Starting Digital Twin Cybersecurity Simulation
2025-07-30 18:07:51,617 - cybersecurity_simulation - INFO - main.py:29 - main - Configuration loaded successfully
2025-07-30 18:07:51,687 - cybersecurity_simulation - INFO - main.py:33 - main - Simulation engine initialized
2025-07-30 18:07:51,712 - cybersecurity_simulation - INFO - main.py:37 - main - Dashboard started
2025-07-30 18:07:51,732 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: encryption_disabled, Severity: high, System: ECG-6652, Description: Encryption is not enabled
2025-07-30 18:08:10,977 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Ultrasound-2683, Description: Potentially dangerous open port detected
2025-07-30 18:08:10,982 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: PatientDB-9968, Description: Firewall is not enabled
2025-07-30 18:08:10,982 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: PatientDB-9968, Description: Unencrypted UDP connection
2025-07-30 18:08:10,982 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: PatientDB-9968, Description: Unencrypted SSH connection
2025-07-30 18:08:10,982 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: PatientDB-9968, Description: Outdated firmware: FW-1.3
2025-07-30 18:08:10,987 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: weak_passwords, Severity: high, System: PatientDB-9968, Description: Weak or default password detected
2025-07-30 18:08:10,987 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: PatientDB-9968, Description: Outdated firmware version detected
2025-07-30 18:08:10,987 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: PatientDB-9968, Description: Unencrypted communication protocol detected
2025-07-30 18:08:10,987 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: PatientDB-9968, Description: Potentially dangerous open port detected
2025-07-30 18:08:10,987 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: AdminDB-1027, Description: Unencrypted HTTP connection
2025-07-30 18:08:10,992 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: AdminDB-1027, Description: Unencrypted TCP connection
2025-07-30 18:08:10,992 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: AdminDB-1027, Description: Unencrypted FTP connection
2025-07-30 18:08:10,992 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: AdminDB-1027, Description: Outdated firmware: FW-1.1
2025-07-30 18:08:10,992 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: weak_passwords, Severity: high, System: AdminDB-1027, Description: Weak or default password detected
2025-07-30 18:08:10,992 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: AdminDB-1027, Description: Outdated firmware version detected
2025-07-30 18:08:10,997 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: AdminDB-1027, Description: Unencrypted communication protocol detected
2025-07-30 18:08:10,997 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: AdminDB-1027, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,002 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: Server-3497, Description: Firewall is not enabled
2025-07-30 18:08:11,002 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Server-3497, Description: Unencrypted HTTP connection
2025-07-30 18:08:11,002 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: Server-3497, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,007 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Server-3497, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,007 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: weak_encryption, Severity: high, System: Server-3497, Description: Weak encryption algorithm detected
2025-07-30 18:08:11,007 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: ICU-9268, Description: Firewall is not enabled
2025-07-30 18:08:11,007 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: ICU-9268, Description: Unencrypted TCP connection
2025-07-30 18:08:11,007 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: ICU-9268, Description: Unencrypted HTTP connection
2025-07-30 18:08:11,012 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: ICU-9268, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,012 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: ICU-9268, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,017 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: Archive-2594, Description: Firewall is not enabled
2025-07-30 18:08:11,017 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Archive-2594, Description: Unencrypted FTP connection
2025-07-30 18:08:11,017 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Archive-2594, Description: Unencrypted UDP connection
2025-07-30 18:08:11,017 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: Archive-2594, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,022 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Archive-2594, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,022 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: PatientCare-3704, Description: Unencrypted HTTPS connection
2025-07-30 18:08:11,022 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: PatientCare-3704, Description: Unencrypted HTTP connection
2025-07-30 18:08:11,022 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: weak_passwords, Severity: high, System: PatientCare-3704, Description: Weak or default password detected
2025-07-30 18:08:11,022 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: PatientCare-3704, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,027 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: PatientCare-3704, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,027 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: MRI-8544, Description: Firewall is not enabled
2025-07-30 18:08:11,032 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: MRI-8544, Description: Unencrypted HTTPS connection
2025-07-30 18:08:11,032 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: MRI-8544, Description: Unencrypted TCP connection
2025-07-30 18:08:11,032 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: MRI-8544, Description: Unencrypted UDP connection
2025-07-30 18:08:11,032 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: MRI-8544, Description: Unencrypted HTTP connection
2025-07-30 18:08:11,032 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: MRI-8544, Description: Unencrypted UDP connection
2025-07-30 18:08:11,037 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: MRI-8544, Description: Outdated firmware: FW-2.0
2025-07-30 18:08:11,037 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: MRI-8544, Description: Outdated firmware version detected
2025-07-30 18:08:11,037 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: MRI-8544, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,037 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: MRI-8544, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,037 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: CT-3236, Description: Firewall is not enabled
2025-07-30 18:08:11,042 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: CT-3236, Description: Outdated firmware: FW-1.7
2025-07-30 18:08:11,042 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: CT-3236, Description: Outdated firmware version detected
2025-07-30 18:08:11,042 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: CT-3236, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,047 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: CT-3236, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,047 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: CT-9965, Description: Firewall is not enabled
2025-07-30 18:08:11,047 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: CT-9965, Description: Unencrypted SSH connection
2025-07-30 18:08:11,047 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: CT-9965, Description: Outdated firmware: FW-1.0
2025-07-30 18:08:11,052 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: CT-9965, Description: Outdated firmware version detected
2025-07-30 18:08:11,052 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: CT-9965, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,052 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: CT-9965, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,057 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: Gateway-8109, Description: Firewall is not enabled
2025-07-30 18:08:11,057 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Gateway-8109, Description: Unencrypted HTTP connection
2025-07-30 18:08:11,057 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Gateway-8109, Description: Unencrypted HTTPS connection
2025-07-30 18:08:11,062 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: Gateway-8109, Description: Outdated firmware: FW-2.2
2025-07-30 18:08:11,062 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: Gateway-8109, Description: Outdated firmware version detected
2025-07-30 18:08:11,062 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: Gateway-8109, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,062 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Gateway-8109, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,067 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: weak_encryption, Severity: high, System: Gateway-8109, Description: Weak encryption algorithm detected
2025-07-30 18:08:11,067 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: Archive-4794, Description: Firewall is not enabled
2025-07-30 18:08:11,067 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Archive-4794, Description: Unencrypted HTTPS connection
2025-07-30 18:08:11,072 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Archive-4794, Description: Unencrypted SSH connection
2025-07-30 18:08:11,072 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: Archive-4794, Description: Outdated firmware: FW-1.9
2025-07-30 18:08:11,072 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: Archive-4794, Description: Outdated firmware version detected
2025-07-30 18:08:11,077 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: Archive-4794, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,077 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Archive-4794, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,077 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Gateway-1982, Description: Unencrypted UDP connection
2025-07-30 18:08:11,077 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Gateway-1982, Description: Unencrypted SSH connection
2025-07-30 18:08:11,082 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: weak_passwords, Severity: high, System: Gateway-1982, Description: Weak or default password detected
2025-07-30 18:08:11,082 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: Gateway-1982, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,082 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Gateway-1982, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,082 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: MRI-9102, Description: Firewall is not enabled
2025-07-30 18:08:11,087 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: MRI-9102, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,087 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: MRI-9102, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,092 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: Gateway-6000, Description: Firewall is not enabled
2025-07-30 18:08:11,092 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: weak_passwords, Severity: high, System: Gateway-6000, Description: Weak or default password detected
2025-07-30 18:08:11,092 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: Gateway-6000, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,092 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Gateway-6000, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,092 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: Firewall-5177, Description: Firewall is not enabled
2025-07-30 18:08:11,097 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Firewall-5177, Description: Unencrypted SSH connection
2025-07-30 18:08:11,097 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Firewall-5177, Description: Unencrypted FTP connection
2025-07-30 18:08:11,097 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Firewall-5177, Description: Unencrypted UDP connection
2025-07-30 18:08:11,097 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Firewall-5177, Description: Unencrypted FTP connection
2025-07-30 18:08:11,102 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: Firewall-5177, Description: Outdated firmware: FW-2.7
2025-07-30 18:08:11,102 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: Firewall-5177, Description: Outdated firmware version detected
2025-07-30 18:08:11,107 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: Firewall-5177, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,107 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Firewall-5177, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,107 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: ICU-7000, Description: Unencrypted HTTP connection
2025-07-30 18:08:11,107 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: ICU-7000, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,107 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: ICU-7000, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,112 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: PatientCare-9111, Description: Unencrypted UDP connection
2025-07-30 18:08:11,112 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: PatientCare-9111, Description: Unencrypted TCP connection
2025-07-30 18:08:11,112 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: PatientCare-9111, Description: Unencrypted TCP connection
2025-07-30 18:08:11,112 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: weak_passwords, Severity: high, System: PatientCare-9111, Description: Weak or default password detected
2025-07-30 18:08:11,117 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: PatientCare-9111, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,117 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: PatientCare-9111, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,117 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: Router-9747, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,122 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Router-9747, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,122 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: VitalSigns-7960, Description: Firewall is not enabled
2025-07-30 18:08:11,127 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: VitalSigns-7960, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,127 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: VitalSigns-7960, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,127 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: weak_encryption, Severity: high, System: VitalSigns-7960, Description: Weak encryption algorithm detected
2025-07-30 18:08:11,127 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Ultrasound-2022, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,132 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: weak_encryption, Severity: high, System: Ultrasound-2022, Description: Weak encryption algorithm detected
2025-07-30 18:08:11,132 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: Server-2866, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,136 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Server-2866, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,140 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: Firewall-9341, Description: Firewall is not enabled
2025-07-30 18:08:11,142 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Firewall-9341, Description: Unencrypted FTP connection
2025-07-30 18:08:11,143 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Firewall-9341, Description: Unencrypted TCP connection
2025-07-30 18:08:11,144 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Firewall-9341, Description: Unencrypted HTTPS connection
2025-07-30 18:08:11,145 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: Firewall-9341, Description: Outdated firmware: FW-1.2
2025-07-30 18:08:11,146 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: weak_passwords, Severity: high, System: Firewall-9341, Description: Weak or default password detected
2025-07-30 18:08:11,147 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: Firewall-9341, Description: Outdated firmware version detected
2025-07-30 18:08:11,149 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: Firewall-9341, Description: Unencrypted communication protocol detected
2025-07-30 18:08:11,150 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Firewall-9341, Description: Potentially dangerous open port detected
2025-07-30 18:08:11,151 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: ECG-9597, Description: Firewall is not enabled
2025-07-30 18:08:11,151 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: ECG-9597, Description: Unencrypted FTP connection
2025-07-30 18:08:11,151 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: ECG-9597, Description: Unencrypted TCP connection
2025-07-30 18:08:11,156 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: ECG-9597, Description: Unencrypted HTTPS connection
2025-07-30 18:08:11,156 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: ECG-9597, Description: Outdated firmware: FW-1.6
